tarefa,categoria
Pagar taxa de despachante para documentos do veículo,Transporte e Locomoção
Pagar taxa de reboque/guincho,Transporte e Locomoção
Pagar taxa de guarda de veículo em pátio,Transporte e Locomoção
Pagar taxa de embarque em aeroportos,Transporte e Locomoção
Pagar taxa de excesso de bagagem,Transporte e Locomoção
Pagar taxa de alteração de passagem,Transporte e Locomoção
Pagar taxa de cancelamento de passagem,Transporte e Locomoção
Pagar taxa de remarcação de passagem,Transporte e Locomoção
Pagar taxa de serviço de bordo,Transporte e Locomoção
Pagar taxa de escolha de assento,Transporte e Locomoção
Pagar taxa de acesso a salas VIP,Transporte e Locomoção
Pagar taxa de embarque prioritário,Transporte e Locomoção
Pagar taxa de despacho de bagagem,Transporte e Locomoção
Pagar taxa de visto,Transporte e Locomoção
Pagar taxa de câmbio para moeda estrangeira,Transporte e Locomoção
Pagar taxa de aluguel de carro,Transporte e Locomoção
Pagar taxa de devolução de carro alugado em local diferente,Transporte e Locomoção
Pagar taxa de limpeza de carro alugado,Transporte e Locomoção
Pagar taxa de combustível para carro alugado,Transporte e Locomoção
Pagar taxa de motorista adicional em carro alugado,Transporte e Locomoção
Pagar taxa de GPS em carro alugado,Transporte e Locomoção
Pagar taxa de cadeirinha de criança em carro alugado,Transporte e Locomoção
Pagar taxa de seguro adicional em carro alugado,Transporte e Locomoção
Pagar taxa de entrega/retirada de carro alugado,Transporte e Locomoção
Pagar taxa de lavagem de veículo,Transporte e Locomoção
Pagar taxa de estacionamento em eventos,Transporte e Locomoção
Pagar taxa de estacionamento em hospitais,Transporte e Locomoção
Pagar taxa de estacionamento em aeroportos,Transporte e Locomoção
Pagar taxa de estacionamento em rodoviárias,Transporte e Locomoção
Pagar taxa de estacionamento em estações de trem/metrô,Transporte e Locomoção
Pagar taxa de estacionamento em portos/terminais de barca,Transporte e Locomoção
Pagar taxa de estacionamento em zonas azuis,Transporte e Locomoção
Pagar taxa de estacionamento em garagens privadas,Transporte e Locomoção
Pagar taxa de reboque de veículo,Transporte e Locomoção
Pagar taxa de emissão de segunda via de documentos do veículo,Transporte e Locomoção
Pagar taxa de transferência de propriedade do veículo,Transporte e Locomoção
Pagar taxa de alteração de características do veículo,Transporte e Locomoção
Pagar taxa de baixa de veículo,Transporte e Locomoção
Pagar taxa de combustível para barco,Transporte e Locomoção
Pagar taxa de limpeza de barco,Transporte e Locomoção
Pagar taxa de reparo de barco,Transporte e Locomoção
Pagar taxa de transporte de barco,Transporte e Locomoção
Pagar taxa de aluguel de barco,Transporte e Locomoção
Pagar taxa de curso de pilotagem de barco,Transporte e Locomoção
Pagar taxa de segunda via de habilitação náutica,Transporte e Locomoção
Pagar taxa de exame prático para habilitação náutica,Transporte e Locomoção
Pagar taxa de exame teórico para habilitação náutica,Transporte e Locomoção
Pagar taxa de emissão de certificado de registro de barco,Transporte e Locomoção
Pagar taxa de segunda via de certificado de registro de barco,Transporte e Locomoção
Pagar taxa de transferência de propriedade de barco,Transporte e Locomoção
Pagar taxa de alteração de características de barco,Transporte e Locomoção
Pagar taxa de baixa de barco,Transporte e Locomoção
Pagar taxa de seguro de viagem internacional,Transporte e Locomoção
Pagar taxa de visto de entrada em país estrangeiro,Transporte e Locomoção
Pagar taxa de emissão de carteira de motorista internacional,Transporte e Locomoção
Pagar taxa de emissão de PID (Permissão Internacional para Dirigir),Transporte e Locomoção
Pagar taxa de emissão de cartão de embarque,Transporte e Locomoção
Pagar taxa de acesso a internet em voos,Transporte e Locomoção
Pagar taxa de acesso a internet em trens,Transporte e Locomoção
Pagar taxa de acesso a internet em ônibus,Transporte e Locomoção
Pagar taxa de acesso a internet em barcas,Transporte e Locomoção
Pagar taxa de uso de carregador de celular em transporte público,Transporte e Locomoção
Pagar taxa de uso de banheiro em transporte público,Transporte e Locomoção
Pagar taxa de uso de armário em estações,Transporte e Locomoção
Pagar taxa de uso de guarda-volumes em estações,Transporte e Locomoção
Pagar taxa de uso de sala de espera em estações,Transporte e Locomoção
Pagar taxa de uso de sala de descanso em estações,Transporte e Locomoção
Pagar taxa de uso de chuveiro em estações,Transporte e Locomoção
Pagar taxa de uso de lavanderia em estações,Transporte e Locomoção
Pagar taxa de uso de academia em estações,Transporte e Locomoção
Pagar taxa de uso de piscina em estações,Transporte e Locomoção
Pagar taxa de uso de spa em estações,Transporte e Locomoção
Pagar taxa de uso de salão de beleza em estações,Transporte e Locomoção
Pagar taxa de uso de barbearia em estações,Transporte e Locomoção
Pagar taxa de uso de loja de conveniência em estações,Transporte e Locomoção
Pagar taxa de uso de restaurante em estações,Transporte e Locomoção
Pagar taxa de uso de café em estações,Transporte e Locomoção
Pagar taxa de uso de banca de jornal em estações,Transporte e Locomoção
Pagar taxa de uso de farmácia em estações,Transporte e Locomoção
Pagar taxa de uso de caixa eletrônico em estações,Transporte e Locomoção
Pagar taxa de uso de casa de câmbio em estações,Transporte e Locomoção
Pagar taxa de uso de correios em estações,Transporte e Locomoção
Pagar taxa de uso de agência de viagens em estações,Transporte e Locomoção
Pagar taxa de uso de locadora de veículos em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de táxi em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de ônibus em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de metrô em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de trem em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de barca em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de bicicleta compartilhada em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de patinete compartilhado em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de carro compartilhado em estações,Transporte e Locomoção
Pagar taxa de uso de ponto de recarga de veículos elétricos em estações,Transporte e Locomoção
Pagar taxa de uso de estacionamento para bicicletas em estações,Transporte e Locomoção
Pagar taxa de uso de estacionamento para motos em estações,Transporte e Locomoção
Pagar taxa de uso de estacionamento para carros em estações,Transporte e Locomoção
Pagar taxa de uso de estacionamento para barcos em estações,Transporte e Locomoção
Planejar rota para viagens de longa distância,Transporte e Locomoção
Definir pontos de parada em viagens longas,Transporte e Locomoção
Pesquisar sobre condições das estradas antes de viajar,Transporte e Locomoção
Calcular tempo estimado de viagem,Transporte e Locomoção
"Organizar documentos de viagem (passaporte, passagens)",Transporte e Locomoção
Fazer lista de bagagem para viagem,Transporte e Locomoção
Separar roupas e itens essenciais para viagem,Transporte e Locomoção
Organizar kit de primeiros socorros para viagem,Transporte e Locomoção
Verificar vacinas necessárias para o destino,Transporte e Locomoção
Fazer seguro viagem,Transporte e Locomoção
Reservar hospedagem com antecedência,Transporte e Locomoção
Reservar transporte local no destino,Transporte e Locomoção
Pesquisar sobre atrações turísticas no destino,Transporte e Locomoção
Montar roteiro de atividades para a viagem,Transporte e Locomoção
Fazer cópias de documentos importantes,Transporte e Locomoção
Informar familiares/amigos sobre o roteiro de viagem,Transporte e Locomoção
Deixar cópias de chaves com alguém de confiança,Transporte e Locomoção
Suspender entrega de correspondências,Transporte e Locomoção
Desligar aparelhos eletrônicos desnecessários,Transporte e Locomoção
Verificar validade da CNH antes de viajar,Transporte e Locomoção
Verificar se o veículo está em condições para a viagem,Transporte e Locomoção
Planejar abastecimento durante a viagem,Transporte e Locomoção
Verificar postos de gasolina na rota,Transporte e Locomoção
Planejar refeições durante a viagem,Transporte e Locomoção
Pesquisar restaurantes e lanchonetes na rota,Transporte e Locomoção
Organizar playlist de músicas para a viagem,Transporte e Locomoção
Baixar filmes/séries para assistir durante a viagem,Transporte e Locomoção
Carregar dispositivos eletrônicos,Transporte e Locomoção
Levar carregadores e adaptadores,Transporte e Locomoção
Verificar disponibilidade de Wi-Fi no transporte/hospedagem,Transporte e Locomoção
Ativar roaming internacional ou comprar chip local,Transporte e Locomoção
Fazer câmbio de moeda estrangeira,Transporte e Locomoção
Separar dinheiro em espécie para emergências,Transporte e Locomoção
Notificar o banco sobre a viagem,Transporte e Locomoção
Verificar limites de cartão de crédito/débito,Transporte e Locomoção
Planejar como se comunicar em caso de emergência,Transporte e Locomoção
Salvar contatos de emergência no celular,Transporte e Locomoção
Aprender frases básicas no idioma local,Transporte e Locomoção
Pesquisar sobre a cultura e costumes locais,Transporte e Locomoção
Verificar fuso horário do destino,Transporte e Locomoção
Organizar transporte para o aeroporto/rodoviária/estação,Transporte e Locomoção
Chegar com antecedência no local de embarque,Transporte e Locomoção
Verificar portão/plataforma de embarque,Transporte e Locomoção
Fazer alongamentos em viagens longas,Transporte e Locomoção
Descansar adequadamente antes e durante a viagem,Transporte e Locomoção
Planejar rotas para entregas/coletas,Transporte e Locomoção
Otimizar rotas para economia de combustível,Transporte e Locomoção
Criar um plano de contingência para imprevistos no trajeto,Transporte e Locomoção
Criar um grupo de caronas,Transporte e Locomoção
Definir regras para o grupo de caronas,Transporte e Locomoção
Planejar transporte para eventos sociais,Transporte e Locomoção
Verificar opções de transporte para shows e festivais,Transporte e Locomoção
Planejar logística para transporte de cargas,Transporte e Locomoção
Contratar serviço de frete,Transporte e Locomoção
Organizar mudança de residência,Transporte e Locomoção
Contratar empresa de mudança,Transporte e Locomoção
Planejar transporte de animais de estimação,Transporte e Locomoção
Verificar regras de transporte de animais,Transporte e Locomoção
Organizar transporte para pessoas com mobilidade reduzida,Transporte e Locomoção
Pesquisar sobre veículos adaptados,Transporte e Locomoção
Planejar rotas com acessibilidade,Transporte e Locomoção
Organizar transporte para crianças,Transporte e Locomoção
Verificar cadeirinhas e assentos de elevação,Transporte e Locomoção
Organizar transporte para idosos,Transporte e Locomoção
Pesquisar sobre transporte para idosos,Transporte e Locomoção
Planejar rotas para hospitais e clínicas,Transporte e Locomoção
Organizar transporte para consultas médicas,Transporte e Locomoção
Planejar a compra de um novo veículo,Transporte e Locomoção
Pesquisar modelos de veículos,Transporte e Locomoção
Comparar preços e características de veículos,Transporte e Locomoção
Fazer test drive,Transporte e Locomoção
Negociar preço do veículo,Transporte e Locomoção
